# Метеостанция Лондон / Сент-Джеймский парк, Великобритания, WMO_ID=3770, выборка с 01.01.2013 по 30.07.2013, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=3770&lang=ru
#
"Местное время в Лондоне / Сент-Джеймском парке";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.05.2013 19:00";"15.2";"";"";"";"64";"";"";"";"";"";" ";"";"";"";"17.8";"";"";"";"";"";"";"8.4";"Осадков нет";"12";"";"";"";"";
"10.05.2013 16:00";"16.5";"";"";"";"50";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"10.05.2013 13:00";"13.0";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"Осадков нет";"6";"";"";"";"";
"10.05.2013 10:00";"12.8";"";"";"";"73";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"10.05.2013 07:00";"11.3";"";"";"";"79";"";"";"";"";"";" ";"";"";"10.1";"";"";"";"";"";"";"";"7.8";"0.4";"12";"";"8.0";"";"";
"10.05.2013 04:00";"10.6";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"10.05.2013 01:00";"10.5";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"0.4";"6";"";"";"";"";
"09.05.2013 22:00";"10.4";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"09.05.2013 19:00";"11.5";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"14.9";"";"";"";"";"";"";"6.3";"1.0";"12";"";"";"";"";
"09.05.2013 16:00";"13.9";"";"";"";"50";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"09.05.2013 13:00";"11.1";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"0.8";"6";"";"";"";"";
"09.05.2013 10:00";"12.1";"";"";"";"56";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"09.05.2013 07:00";"8.5";"";"";"";"83";"";"";"";"";"";" ";"";"";"7.3";"";"";"";"";"";"";"";"5.7";"Осадков нет";"12";"";"4.0";"";"";
"09.05.2013 04:00";"8.2";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"09.05.2013 01:00";"10.0";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"Осадков нет";"6";"";"";"";"";
"08.05.2013 22:00";"12.5";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"08.05.2013 19:00";"15.1";"";"";"";"75";"";"";"";"";"";" ";"";"";"";"18.1";"";"";"";"";"";"";"10.6";"0.4";"12";"";"";"";"";
"08.05.2013 16:00";"17.0";"";"";"";"56";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"08.05.2013 13:00";"15.6";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"0.4";"6";"";"";"";"";
"08.05.2013 10:00";"14.2";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"08.05.2013 07:00";"12.9";"";"";"";"85";"";"";"";"";"";" ";"";"";"12.0";"";"";"";"";"";"";"";"10.5";"0.8";"12";"";"8.0";"";"";
"08.05.2013 04:00";"12.5";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"08.05.2013 01:00";"12.5";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"Осадков нет";"6";"";"";"";"";
"07.05.2013 22:00";"15.7";"";"";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"07.05.2013 19:00";"19.0";"";"";"";"40";"";"";"";"";"";" ";"";"";"";"21.2";"";"";"";"";"";"";"5.1";"Осадков нет";"12";"";"";"";"";
"07.05.2013 16:00";"18.0";"";"";"";"47";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"07.05.2013 13:00";"20.6";"";"";"";"40";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"Осадков нет";"6";"";"";"";"";
"07.05.2013 10:00";"18.3";"";"";"";"50";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"07.05.2013 07:00";"10.3";"";"";"";"84";"";"";"";"";"";" ";"";"";"9.1";"";"";"";"";"";"";"";"7.7";"Осадков нет";"12";"";"4.0";"";"";
"07.05.2013 04:00";"9.5";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"07.05.2013 01:00";"11.5";"";"";"";"70";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"Осадков нет";"6";"";"";"";"";
"06.05.2013 22:00";"15.1";"";"";"";"57";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"06.05.2013 19:00";"20.0";"";"";"";"46";"";"";"";"";"";" ";"";"";"";"22.2";"";"";"";"";"";"";"8.1";"Осадков нет";"12";"";"";"";"";
"06.05.2013 16:00";"21.7";"";"";"";"42";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"06.05.2013 13:00";"18.9";"";"";"";"50";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"Осадков нет";"6";"";"";"";"";
"06.05.2013 10:00";"17.4";"";"";"";"57";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"06.05.2013 07:00";"12.8";"";"";"";"79";"";"";"";"";"";" ";"";"";"10.5";"";"";"";"";"";"";"";"9.2";"Осадков нет";"12";"";"6.0";"";"";
"06.05.2013 04:00";"10.7";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"06.05.2013 01:00";"14.1";"";"";"";"72";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"Осадков нет";"6";"";"";"";"";
"05.05.2013 22:00";"15.8";"";"";"";"68";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"05.05.2013 19:00";"18.0";"";"";"";"58";"";"";"";"";"";" ";"";"";"";"18.4";"";"";"";"";"";"";"9.6";"Осадков нет";"12";"";"";"";"";
"05.05.2013 16:00";"17.4";"";"";"";"53";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"05.05.2013 13:00";"16.3";"";"";"";"57";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"Осадков нет";"6";"";"";"";"";
"05.05.2013 10:00";"13.2";"";"";"";"70";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"05.05.2013 07:00";"8.0";"";"";"";"87";"";"";"";"";"";" ";"";"";"6.9";"";"";"";"";"";"";"";"6.0";"Осадков нет";"12";"";"2.0";"";"";
"05.05.2013 04:00";"8.3";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"05.05.2013 01:00";"10.5";"";"";"";"68";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"Осадков нет";"6";"";"";"";"";
"04.05.2013 22:00";"12.8";"";"";"";"52";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"04.05.2013 19:00";"14.9";"";"";"";"47";"";"";"";"";"";" ";"";"";"";"17.3";"";"";"";"";"";"";"3.7";"0.4";"12";"";"";"";"";
"04.05.2013 16:00";"17.2";"";"";"";"37";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"04.05.2013 13:00";"14.5";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"0.4";"6";"";"";"";"";
"04.05.2013 07:00";"9.6";"";"";"";"80";"";"";"";"";"";" ";"";"";"8.2";"";"";"";"";"";"";"";"6.2";"Осадков нет";"12";"";"4.0";"";"";
"04.05.2013 04:00";"8.9";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"04.05.2013 01:00";"10.4";"";"";"";"66";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"Осадков нет";"6";"";"";"";"";
"03.05.2013 22:00";"12.7";"";"";"";"61";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"03.05.2013 19:00";"16.8";"";"";"";"48";"";"";"";"";"";" ";"";"";"";"20.8";"";"";"";"";"";"";"5.8";"Осадков нет";"12";"";"";"";"";
"03.05.2013 16:00";"19.8";"";"";"";"35";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"03.05.2013 13:00";"18.4";"";"";"";"38";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"Осадков нет";"6";"";"";"";"";
"03.05.2013 10:00";"14.1";"";"";"";"46";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"03.05.2013 07:00";"6.1";"";"";"";"81";"";"";"";"";"";" ";"";"";"4.8";"";"";"";"";"";"";"";"3.1";"Осадков нет";"12";"";"0.0";"";"";
"03.05.2013 04:00";"5.3";"";"";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"03.05.2013 01:00";"8.6";"";"";"";"63";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"Осадков нет";"6";"";"";"";"";
"02.05.2013 22:00";"10.4";"";"";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"02.05.2013 19:00";"14.5";"";"";"";"42";"";"";"";"";"";" ";"";"";"";"18.2";"";"";"";"";"";"";"1.5";"Осадков нет";"12";"";"";"";"";
"02.05.2013 16:00";"17.6";"";"";"";"27";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"02.05.2013 13:00";"17.0";"";"";"";"26";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.6";"Осадков нет";"6";"";"";"";"";
"02.05.2013 10:00";"13.2";"";"";"";"24";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.8";"";"";"";"";"";"";
"02.05.2013 07:00";"6.7";"";"";"";"51";"";"";"";"";"";" ";"";"";"5.8";"";"";"";"";"";"";"";"-2.9";"Осадков нет";"12";"";"1.0";"";"";
"02.05.2013 04:00";"6.5";"";"";"";"60";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"02.05.2013 01:00";"8.1";"";"";"";"49";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"Осадков нет";"6";"";"";"";"";
"01.05.2013 22:00";"9.7";"";"";"";"52";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"01.05.2013 19:00";"15.3";"";"";"";"35";"";"";"";"";"";" ";"";"";"";"17.5";"";"";"";"";"";"";"-0.3";"Осадков нет";"12";"";"";"";"";
"01.05.2013 16:00";"16.8";"";"";"";"30";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"01.05.2013 13:00";"15.3";"";"";"";"40";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"Осадков нет";"6";"";"";"";"";
"01.05.2013 10:00";"9.1";"";"";"";"73";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"01.05.2013 07:00";"5.4";"";"";"";"90";"";"";"";"";"";" ";"";"";"4.6";"";"";"";"";"";"";"";"3.9";"Осадков нет";"12";"";"1.0";"";"";
"01.05.2013 04:00";"4.8";"";"";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"01.05.2013 01:00";"5.9";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"Осадков нет";"6";"";"";"";"";
"30.04.2013 22:00";"7.9";"";"";"";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"30.04.2013 19:00";"11.1";"";"";"";"64";"";"";"";"";"";" ";"";"";"";"15.5";"";"";"";"";"";"";"4.5";"Осадков нет";"12";"";"";"";"";
"30.04.2013 16:00";"14.5";"";"";"";"35";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"30.04.2013 13:00";"14.0";"";"";"";"38";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"Осадков нет";"6";"";"";"";"";
"30.04.2013 10:00";"10.4";"";"";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"30.04.2013 07:00";"7.2";"";"";"";"74";"";"";"";"";"";" ";"";"";"6.1";"";"";"";"";"";"";"";"2.9";"Осадков нет";"12";"";"1.0";"";"";
"30.04.2013 04:00";"8.1";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"30.04.2013 01:00";"9.5";"";"";"";"57";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"Осадков нет";"6";"";"";"";"";
"29.04.2013 22:00";"11.5";"";"";"";"46";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"29.04.2013 19:00";"13.8";"";"";"";"39";"";"";"";"";"";" ";"";"";"";"14.7";"";"";"";"";"";"";"0.1";"Осадков нет";"12";"";"";"";"";
"29.04.2013 16:00";"13.3";"";"";"";"43";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"29.04.2013 13:00";"12.3";"";"";"";"45";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"Осадков нет";"6";"";"";"";"";
"29.04.2013 10:00";"10.7";"";"";"";"52";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"29.04.2013 07:00";"8.1";"";"";"";"71";"";"";"";"";"";" ";"";"";"8.1";"";"";"";"";"";"";"";"3.0";"Осадков нет";"12";"";"6.0";"";"";
"29.04.2013 04:00";"8.4";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"29.04.2013 01:00";"8.8";"";"";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"Осадков нет";"6";"";"";"";"";
"28.04.2013 22:00";"9.1";"";"";"";"53";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"28.04.2013 19:00";"10.5";"";"";"";"54";"";"";"";"";"";" ";"";"";"";"12.4";"";"";"";"";"";"";"1.5";"0.4";"12";"";"";"";"";
"28.04.2013 16:00";"11.9";"";"";"";"44";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"28.04.2013 13:00";"11.6";"";"";"";"44";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"0.4";"6";"";"";"";"";
"28.04.2013 10:00";"8.9";"";"";"";"62";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"28.04.2013 07:00";"3.1";"";"";"";"95";"";"";"";"";"";" ";"";"";"1.8";"";"";"";"";"";"";"";"2.3";"1.0";"12";"";"-2.0";"";"";
"28.04.2013 04:00";"3.4";"";"";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"28.04.2013 01:00";"5.2";"";"";"";"77";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"1.0";"6";"";"";"";"";
"27.04.2013 22:00";"6.9";"";"";"";"75";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"27.04.2013 19:00";"8.5";"";"";"";"67";"";"";"";"";"";" ";"";"";"";"11.6";"";"";"";"";"";"";"2.7";"0.2";"12";"";"";"";"";
"27.04.2013 16:00";"11.2";"";"";"";"52";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"27.04.2013 13:00";"9.2";"";"";"";"56";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"Осадков нет";"6";"";"";"";"";
"27.04.2013 10:00";"6.8";"";"";"";"67";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"27.04.2013 07:00";"5.7";"";"";"";"78";"";"";"";"";"";" ";"";"";"4.6";"";"";"";"";"";"";"";"2.1";"Осадков нет";"12";"";"1.0";"";"";
"27.04.2013 04:00";"4.7";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"27.04.2013 01:00";"7.1";"";"";"";"59";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"Осадков нет";"6";"";"";"";"";
"26.04.2013 22:00";"9.2";"";"";"";"45";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"26.04.2013 19:00";"11.8";"";"";"";"38";"";"";"";"";"";" ";"";"";"";"13.7";"";"";"";"";"";"";"-2.2";"2.0";"12";"";"";"";"";
"26.04.2013 16:00";"12.8";"";"";"";"38";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"";"";"";"";"";"";
"26.04.2013 13:00";"10.7";"";"";"";"52";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"2.0";"6";"";"";"";"";
"26.04.2013 10:00";"8.9";"";"";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"26.04.2013 07:00";"7.6";"";"";"";"89";"";"";"";"";"";" ";"";"";"7.4";"";"";"";"";"";"";"";"5.8";"2.0";"12";"";"7.0";"";"";
"26.04.2013 04:00";"8.7";"";"";"";"82";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"26.04.2013 01:00";"13.9";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"Осадков нет";"6";"";"";"";"";
"25.04.2013 22:00";"14.4";"";"";"";"68";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"25.04.2013 19:00";"20.3";"";"";"";"53";"";"";"";"";"";" ";"";"";"";"23.0";"";"";"";"";"";"";"10.5";"Осадков нет";"12";"";"";"";"";
"25.04.2013 16:00";"22.2";"";"";"";"43";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"25.04.2013 13:00";"21.1";"";"";"";"60";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"Осадков нет";"6";"";"";"";"";
"25.04.2013 10:00";"15.5";"";"";"";"73";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"25.04.2013 07:00";"12.0";"";"";"";"95";"";"";"";"";"";" ";"";"";"11.3";"";"";"";"";"";"";"";"11.2";"0.4";"12";"";"8.0";"";"";
"25.04.2013 04:00";"11.7";"";"";"";"95";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"25.04.2013 01:00";"13.7";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"0.4";"6";"";"";"";"";
"24.04.2013 22:00";"15.5";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"24.04.2013 19:00";"18.8";"";"";"";"64";"";"";"";"";"";" ";"";"";"";"20.2";"";"";"";"";"";"";"11.9";"Осадков нет";"12";"";"";"";"";
"24.04.2013 16:00";"19.2";"";"";"";"61";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"24.04.2013 13:00";"18.1";"";"";"";"59";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"Осадков нет";"6";"";"";"";"";
"24.04.2013 10:00";"15.5";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"24.04.2013 07:00";"10.7";"";"";"";"86";"";"";"";"";"";" ";"";"";"9.4";"";"";"";"";"";"";"";"8.5";"Осадков нет";"12";"";"5.0";"";"";
"24.04.2013 04:00";"10.7";"";"";"";"85";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"24.04.2013 01:00";"12.8";"";"";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"Осадков нет";"6";"";"";"";"";
"23.04.2013 22:00";"15.6";"";"";"";"67";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"23.04.2013 19:00";"19.7";"";"";"";"51";"";"";"";"";"";" ";"";"";"";"20.9";"";"";"";"";"";"";"9.2";"Осадков нет";"12";"";"";"";"";
"23.04.2013 16:00";"20.3";"";"";"";"47";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"23.04.2013 13:00";"17.4";"";"";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"Осадков нет";"6";"";"";"";"";
"23.04.2013 10:00";"14.3";"";"";"";"62";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"23.04.2013 07:00";"10.1";"";"";"";"91";"";"";"";"";"";" ";"";"";"9.8";"";"";"";"";"";"";"";"8.6";"Осадков нет";"12";"";"7.0";"";"";
"23.04.2013 04:00";"10.9";"";"";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"23.04.2013 01:00";"10.7";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"Осадков нет";"6";"";"";"";"";
"22.04.2013 22:00";"11.2";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"22.04.2013 19:00";"12.1";"";"";"";"71";"";"";"";"";"";" ";"";"";"";"15.7";"";"";"";"";"";"";"7.0";"Осадков нет";"12";"";"";"";"";
"22.04.2013 16:00";"14.0";"";"";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"22.04.2013 13:00";"13.4";"";"";"";"56";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"Осадков нет";"6";"";"";"";"";
"22.04.2013 10:00";"10.1";"";"";"";"74";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"22.04.2013 07:00";"8.3";"";"";"";"87";"";"";"";"";"";" ";"";"";"6.8";"";"";"";"";"";"";"";"6.2";"Осадков нет";"12";"";"3.0";"";"";
"22.04.2013 04:00";"7.2";"";"";"";"90";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"22.04.2013 01:00";"7.5";"";"";"";"83";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"Осадков нет";"6";"";"";"";"";
"21.04.2013 22:00";"9.6";"";"";"";"70";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"21.04.2013 19:00";"12.2";"";"";"";"40";"";"";"";"";"";" ";"";"";"";"15.2";"";"";"";"";"";"";"-1.1";"Осадков нет";"12";"";"";"";"";
"21.04.2013 16:00";"14.2";"";"";"";"37";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"21.04.2013 13:00";"13.5";"";"";"";"40";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"Осадков нет";"6";"";"";"";"";
"21.04.2013 10:00";"8.9";"";"";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"21.04.2013 07:00";"2.4";"";"";"";"96";"";"";"";"";"";" ";"";"";"1.9";"";"";"";"";"";"";"";"1.8";"Осадков нет";"12";"";"-3.0";"";"";
"21.04.2013 04:00";"2.9";"";"";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"21.04.2013 01:00";"4.7";"";"";"";"79";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"Осадков нет";"6";"";"";"";"";
"20.04.2013 22:00";"6.6";"";"";"";"69";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"20.04.2013 19:00";"10.4";"";"";"";"50";"";"";"";"";"";" ";"";"";"";"14.6";"";"";"";"";"";"";"0.3";"Осадков нет";"12";"";"";"";"";
"20.04.2013 16:00";"13.7";"";"";"";"38";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"20.04.2013 13:00";"12.5";"";"";"";"43";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"Осадков нет";"6";"";"";"";"";
"20.04.2013 10:00";"9.2";"";"";"";"53";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"20.04.2013 07:00";"4.3";"";"";"";"88";"";"";"";"";"";" ";"";"";"3.6";"";"";"";"";"";"";"";"2.4";"0.2";"12";"";"-1.0";"";"";
"20.04.2013 04:00";"5.1";"";"";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"20.04.2013 01:00";"5.8";"";"";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"Осадков нет";"6";"";"";"";"";
"19.04.2013 22:00";"7.4";"";"";"";"81";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
